Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
3179,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
3180,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
3181,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
3182,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
3183,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
3184,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
3185,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
3186,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
3187,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
3188,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
3189,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
3190,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
3191,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
3192,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
3193,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
3194,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
3195,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
3196,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
3197,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
3198,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
3199,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
3200,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
3201,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
3202,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
3203,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
3204,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
3205,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
3206,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
3207,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
3208,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
3209,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
3210,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
3211,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
3212,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
3213,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
3214,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
3215,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
3216,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
3217,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
3218,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
3219,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
3220,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
3221,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
3222,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
3223,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
3224,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
3225,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
3226,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
3227,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
3228,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
3229,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
3230,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
3231,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
3232,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
3233,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
3234,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
3235,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
3236,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
3237,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
3238,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
3239,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
3240,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
3241,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
3242,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
3243,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
3244,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
3245,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
3246,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
3247,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
3248,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
3249,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
3250,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
3251,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
3252,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
3253,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
3254,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
3255,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
3256,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
3257,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
3258,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
3259,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
3260,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
3261,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
3262,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
3263,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
3264,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
3265,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
3266,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
3267,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
3268,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
3269,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
3270,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
3271,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
3272,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
3273,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
3274,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
3275,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
3276,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
3277,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
3278,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
3279,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
3280,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
3281,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
3282,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
3283,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
3284,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
3285,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
3286,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
3287,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
3288,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
3289,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
3290,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
3291,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
3292,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
3293,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
3294,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
3295,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
3296,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
3297,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
3298,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
3299,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
3300,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
3301,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
